가량,765,2754,2329,NNB,*,T,가량,*,*,*,*
가운데,766,2688,2938,NNB,*,F,가운데,*,*,*,*
간,767,2755,3386,NNB,*,T,간,*,*,*,*
거,768,2689,2628,NNB,*,F,거,*,*,*,*
거리,774,2690,3731,NNB,*,F,거리,*,*,*,*
걸,793,2756,5644,NNB,*,T,걸,*,*,*,*
것,811,2757,1872,NNB,*,T,것,*,*,*,*
게,813,2691,5882,NNB,*,F,게,*,*,*,*
겨를,827,2758,2590,NNB,*,T,겨를,*,*,*,*
격,828,2759,4359,NNB,*,T,격,*,*,*,*
결,829,2760,4776,NNB,*,T,결,*,*,*,*
겸,830,2761,2080,NNB,*,T,겸,*,*,*,*
경,831,2762,5494,NNB,*,T,경,*,*,*,*
곳,832,2763,2921,NNB,*,T,곳,*,*,*,*
군,833,2764,3920,NNB,*,T,군,*,*,*,*
길,836,2766,5130,NNB,*,T,길,*,*,*,*
김,837,2767,5499,NNB,*,T,김,*,*,*,*
깐,840,2768,3274,NNB,*,T,깐,*,*,*,*
껏,843,2769,3299,NNB,*,T,껏,*,*,*,*
께,844,2692,4218,NNB,*,F,께,*,*,*,*
꼴,845,2770,3428,NNB,*,T,꼴,*,*,*,*
끝,846,2771,3190,NNB,*,T,끝,*,*,*,*
나름,849,2772,1329,NNB,*,T,나름,*,*,*,*
나머지,850,2693,3035,NNB,*,F,나머지,*,*,*,*
나위,851,2694,3014,NNB,*,F,나위,*,*,*,*
나절,852,2773,3145,NNB,*,T,나절,*,*,*,*
남짓,853,2774,2390,NNB,*,T,남짓,*,*,*,*
내,854,2695,3079,NNB,*,F,내,*,*,*,*
내내,855,2696,3576,NNB,*,F,내내,*,*,*,*
녀석,857,2778,1456,NNB,*,T,녀석,*,*,*,*
년,858,2779,3928,NNB,*,T,년,*,*,*,*
녘,860,2780,3064,NNB,*,T,녘,*,*,*,*
노릇,861,2781,3574,NNB,*,T,노릇,*,*,*,*
놈,862,2782,2548,NNB,*,T,놈,*,*,*,*
눔,863,2783,3077,NNB,*,T,눔,*,*,*,*
대로,864,2698,2886,NNB,*,F,대로,*,*,*,*
덕,866,2785,3763,NNB,*,T,덕,*,*,*,*
데,867,2699,3276,NNB,*,F,데,*,*,*,*
동안,879,2786,3637,NNB,*,T,동안,*,*,*,*
둥,880,2788,3060,NNB,*,T,둥,*,*,*,*
들,881,2790,5949,NNB,*,T,들,*,*,*,*
듯,882,2791,2439,NNB,*,T,듯,*,*,*,*
듯이,883,2701,1320,NNB,*,F,듯이,*,*,*,*
등,884,2792,1221,NNB,*,T,등,*,*,*,*
등등,885,2793,172,NNB,*,T,등등,*,*,*,*
등속,886,2794,2793,NNB,*,T,등속,*,*,*,*
등지,887,2702,2416,NNB,*,F,등지,*,*,*,*
따름,888,2795,2740,NNB,*,T,따름,*,*,*,*
따위,889,2703,2228,NNB,*,F,따위,*,*,*,*
딴,892,2796,3923,NNB,*,T,딴,*,*,*,*
때문,894,2797,1532,NNB,*,T,때문,*,*,*,*
땜,895,2798,1943,NNB,*,T,땜,*,*,*,*
리,897,2704,5397,NNB,*,F,리,*,*,*,*
마당,899,2800,3132,NNB,*,T,마당,*,*,*,*
마련,900,2801,2232,NNB,*,T,마련,*,*,*,*
만,901,2802,4642,NNB,*,T,만,*,*,*,*
만치,902,2706,3114,NNB,*,F,만치,*,*,*,*
만큼,903,2804,1461,NNB,*,T,만큼,*,*,*,*
말,904,2805,3664,NNB,*,T,말,*,*,*,*
맛,905,2806,4138,NNB,*,T,맛,*,*,*,*
망정,906,2807,2658,NNB,*,T,망정,*,*,*,*
맡,907,2808,3302,NNB,*,T,맡,*,*,*,*
모양,908,2809,3610,NNB,*,T,모양,*,*,*,*
무렵,909,2810,2854,NNB,*,T,무렵,*,*,*,*
바,910,2708,4361,NNB,*,F,바,*,*,*,*
바람,911,2813,4153,NNB,*,T,바람,*,*,*,*
백,915,2814,4126,NNB,*,T,백,*,*,*,*
법,916,2815,4162,NNB,*,T,법,*,*,*,*
별,917,2816,4743,NNB,*,T,별,*,*,*,*
분,918,2817,3407,NNB,*,T,분,*,*,*,*
뻔,919,2818,2673,NNB,*,T,뻔,*,*,*,*
뿐,920,2819,2312,NNB,*,T,뿐,*,*,*,*
사이,921,2709,3553,NNB,*,F,사이,*,*,*,*
상,922,2820,5510,NNB,*,T,상,*,*,*,*
새,923,2711,5081,NNB,*,F,새,*,*,*,*
생,924,2821,4448,NNB,*,T,생,*,*,*,*
성,925,2822,5185,NNB,*,T,성,*,*,*,*
셈,926,2823,3034,NNB,*,T,셈,*,*,*,*
수,927,2713,4658,NNB,*,F,수,*,*,*,*
시,929,2715,4650,NNB,*,F,시,*,*,*,*
식,930,2824,4322,NNB,*,T,식,*,*,*,*
십상,937,2825,3058,NNB,*,T,십상,*,*,*,*
씨,938,2716,2468,NNB,*,F,씨,*,*,*,*
양,946,2826,3940,NNB,*,T,양,*,*,*,*
어치,947,2719,2776,NNB,*,F,어치,*,*,*,*
여지,950,2721,2536,NNB,*,F,여지,*,*,*,*
역,951,2827,5044,NNB,*,T,역,*,*,*,*
옹,952,2828,2585,NNB,*,T,옹,*,*,*,*
외,953,2723,3915,NNB,*,F,외,*,*,*,*
이,954,2725,5763,NNB,*,F,이,*,*,*,*
이내,955,2726,2870,NNB,*,F,이내,*,*,*,*
이래,956,2727,2454,NNB,*,F,이래,*,*,*,*
이상,957,2829,3635,NNB,*,T,이상,*,*,*,*
이외,958,2728,2352,NNB,*,F,이외,*,*,*,*
이전,959,2830,3152,NNB,*,T,이전,*,*,*,*
이하,960,2729,2645,NNB,*,F,이하,*,*,*,*
이후,961,2730,2307,NNB,*,F,이후,*,*,*,*
일쑤,963,2731,3147,NNB,*,F,일쑤,*,*,*,*
자,965,2732,4706,NNB,*,F,자,*,*,*,*
저,969,2733,4745,NNB,*,F,저,*,*,*,*
적,970,2831,4360,NNB,*,T,적,*,*,*,*
전,971,2832,6387,NNB,*,T,전,*,*,*,*
점,972,2833,3560,NNB,*,T,점,*,*,*,*
정도,973,2734,2968,NNB,*,F,정도,*,*,*,*
조,978,2735,5397,NNB,*,F,조,*,*,*,*
족족,979,2834,2793,NNB,*,T,족족,*,*,*,*
줄,980,2835,2722,NNB,*,T,줄,*,*,*,*
중,981,2837,2505,NNB,*,T,중,*,*,*,*
즈음,982,2838,2747,NNB,*,T,즈음,*,*,*,*
지,985,2737,5451,NNB,*,F,지,*,*,*,*
지경,986,2840,1907,NNB,*,T,지경,*,*,*,*
짓,988,2841,2992,NNB,*,T,짓,*,*,*,*
짜리,989,2738,3053,NNB,*,F,짜리,*,*,*,*
짝,990,2842,3600,NNB,*,T,짝,*,*,*,*
째,991,2739,4348,NNB,*,F,째,*,*,*,*
쪽,992,2843,2905,NNB,*,T,쪽,*,*,*,*
쯤,993,2844,3792,NNB,*,T,쯤,*,*,*,*
차,994,2740,4243,NNB,*,F,차,*,*,*,*
참,996,2845,4422,NNB,*,T,참,*,*,*,*
채,998,2741,2917,NNB,*,F,채,*,*,*,*
척,999,2846,3402,NNB,*,T,척,*,*,*,*
체,1000,2742,4716,NNB,*,F,체,*,*,*,*
초,1001,2743,3211,NNB,*,F,초,*,*,*,*
축,1003,2847,4274,NNB,*,T,축,*,*,*,*
측,1004,2848,1753,NNB,*,T,측,*,*,*,*
치,1005,2745,4715,NNB,*,F,치,*,*,*,*
탓,1007,2850,2921,NNB,*,T,탓,*,*,*,*
터,1008,2747,4459,NNB,*,F,터,*,*,*,*
턱,1009,2851,3225,NNB,*,T,턱,*,*,*,*
통,1031,2852,4909,NNB,*,T,통,*,*,*,*
투,1032,2749,4414,NNB,*,F,투,*,*,*,*
투성이,1033,2750,2388,NNB,*,F,투성이,*,*,*,*
티,1034,2751,4604,NNB,*,F,티,*,*,*,*
판,1037,2853,4188,NNB,*,T,판,*,*,*,*
편,1038,2854,3511,NNB,*,T,편,*,*,*,*
품,1039,2855,5168,NNB,*,T,품,*,*,*,*
하,1040,2752,4814,NNB,*,F,하,*,*,*,*
한,1041,2856,5382,NNB,*,T,한,*,*,*,*
형,1042,2857,4336,NNB,*,T,형,*,*,*,*
후,1043,2753,4944,NNB,*,F,후,*,*,*,*
