보이,2131,3572,3119,VCP,*,F,보이,*,*,*,*
사이,2132,3572,3292,VCP,*,F,사이,*,*,*,*
시,2143,3572,5350,VCP,*,F,시,*,*,*,*
아니,2154,3572,4813,VCP,*,F,아니,*,*,*,*
이,2240,3572,1294,VCP,*,F,이,*,*,*,*
일,2298,3573,6092,VCP,*,T,일,*,*,*,*
잉,2383,3573,3880,VCP,*,T,잉,*,*,*,*
터,2417,3572,4973,VCP,*,F,터,*,*,*,*
히,2419,3572,5973,VCP,*,F,히,*,*,*,*
