각,750,2669,3702,MM,~명사,T,각,*,*,*,*
갓,754,2673,4800,MM,~수사,T,갓,*,*,*,*
갖은,750,2669,746,MM,~명사,T,갖은,*,*,*,*
걔,750,2668,5527,MM,~명사,F,걔,*,*,*,*
거런,750,2669,4617,MM,~명사,T,거런,*,*,*,*
경,758,2678,7165,MM,~의존가산명사,T,경,*,*,*,*
고,750,2668,5961,MM,~명사,F,고,*,*,*,*
고까짓,750,2669,4617,MM,~명사,T,고까짓,*,*,*,*
고깟,750,2669,4617,MM,~명사,T,고깟,*,*,*,*
고따우,750,2668,4617,MM,~명사,F,고따우,*,*,*,*
고따위,750,2668,4617,MM,~명사,F,고따위,*,*,*,*
고딴,750,2669,4619,MM,~명사,T,고딴,*,*,*,*
고런,750,2669,3196,MM,~명사,T,고런,*,*,*,*
고런조런,750,2669,4617,MM,~명사,T,고런조런,*,*,*,*
고론,750,2669,4010,MM,~명사,T,고론,*,*,*,*
고만,750,2669,5057,MM,~명사,T,고만,*,*,*,*
고얀,761,2683,4191,MM,~인성명사,T,고얀,*,*,*,*
고연,750,2669,4996,MM,~명사,T,고연,*,*,*,*
고이안,750,2669,4617,MM,~명사,T,고이안,*,*,*,*
고이얀,750,2669,4617,MM,~명사,T,고이얀,*,*,*,*
고이연,750,2669,4634,MM,~명사,T,고이연,*,*,*,*
고이헌,750,2669,4002,MM,~명사,T,고이헌,*,*,*,*
고전,750,2669,5692,MM,~명사,T,고전,*,*,*,*
공,758,2678,7291,MM,~의존가산명사,T,공,*,*,*,*
공공,758,2678,6196,MM,~의존가산명사,T,공공,*,*,*,*
구,748,2665,6865,MM,~기관명사,F,구,*,*,*,*
구십,745,2662,6143,MM,~가산명사,T,구십,*,*,*,*
구십여,745,2661,5245,MM,~가산명사,F,구십여,*,*,*,*
국한,750,2669,4711,MM,~명사,T,국한,*,*,*,*
귀,761,2682,6528,MM,~인성명사,F,귀,*,*,*,*
그,750,2668,3061,MM,~명사,F,그,*,*,*,*
그까짓,750,2669,3053,MM,~명사,T,그까짓,*,*,*,*
그깐,750,2669,5165,MM,~명사,T,그깐,*,*,*,*
그깟,750,2669,4617,MM,~명사,T,그깟,*,*,*,*
그날그,750,2668,5174,MM,~명사,F,그날그,*,*,*,*
그냥,750,2669,6241,MM,~명사,T,그냥,*,*,*,*
그따위,750,2668,4617,MM,~명사,F,그따위,*,*,*,*
그딴,750,2669,3922,MM,~명사,T,그딴,*,*,*,*
그란,750,2669,4617,MM,~명사,T,그란,*,*,*,*
그런,750,2669,1823,MM,~명사,T,그런,*,*,*,*
그런그런,750,2669,5498,MM,~명사,T,그런그런,*,*,*,*
그런저런,750,2669,3571,MM,~명사,T,그런저런,*,*,*,*
그만,750,2669,5505,MM,~명사,T,그만,*,*,*,*
근,755,2674,4980,MM,~수표현,T,근,*,*,*,*
금새,750,2668,4250,MM,~명사,F,금새,*,*,*,*
기,750,2668,8184,MM,~명사,F,기,*,*,*,*
기만,745,2662,5416,MM,~가산명사,T,기만,*,*,*,*
기백,745,2662,5303,MM,~가산명사,T,기백,*,*,*,*
기백만,745,2662,5245,MM,~가산명사,T,기백만,*,*,*,*
기십,745,2662,5250,MM,~가산명사,T,기십,*,*,*,*
기십만,745,2662,5245,MM,~가산명사,T,기십만,*,*,*,*
기천,745,2662,5250,MM,~가산명사,T,기천,*,*,*,*
기천만,745,2662,5245,MM,~가산명사,T,기천만,*,*,*,*
긴긴,756,2675,4209,MM,~시간명사,T,긴긴,*,*,*,*
까짓,750,2669,3646,MM,~명사,T,까짓,*,*,*,*
깟,750,2669,4617,MM,~명사,T,깟,*,*,*,*
내,750,2668,3734,MM,~명사,F,내,*,*,*,*
너,758,2677,6853,MM,~의존가산명사,F,너,*,*,*,*
너거,750,2668,4617,MM,~명사,F,너거,*,*,*,*
너댓,745,2662,4314,MM,~가산명사,T,너댓,*,*,*,*
너댓째,750,2668,4617,MM,~명사,F,너댓째,*,*,*,*
너더댓,745,2662,5245,MM,~가산명사,T,너더댓,*,*,*,*
너더댓째,750,2668,4617,MM,~명사,F,너더댓째,*,*,*,*
너덧,745,2662,5245,MM,~가산명사,T,너덧,*,*,*,*
너덧째,750,2668,4617,MM,~명사,F,너덧째,*,*,*,*
넉,758,2678,5102,MM,~의존가산명사,T,넉,*,*,*,*
네,745,2661,3919,MM,~가산명사,F,네,*,*,*,*
네까짓,761,2683,4191,MM,~인성명사,T,네까짓,*,*,*,*
네깐,761,2683,4191,MM,~인성명사,T,네깐,*,*,*,*
네깟,761,2683,4191,MM,~인성명사,T,네깟,*,*,*,*
네다섯,745,2662,5226,MM,~가산명사,T,네다섯,*,*,*,*
네다섯째,750,2668,4617,MM,~명사,F,네다섯째,*,*,*,*
네댓,745,2662,5287,MM,~가산명사,T,네댓,*,*,*,*
네댓째,750,2668,4617,MM,~명사,F,네댓째,*,*,*,*
네째,750,2668,4902,MM,~명사,F,네째,*,*,*,*
넨장,761,2683,4191,MM,~인성명사,T,넨장,*,*,*,*
넨장맞을,761,2683,4191,MM,~인성명사,T,넨장맞을,*,*,*,*
넨장칠,761,2683,4191,MM,~인성명사,T,넨장칠,*,*,*,*
넷째,750,2668,5338,MM,~명사,F,넷째,*,*,*,*
넷쨋,750,2669,4617,MM,~명사,T,넷쨋,*,*,*,*
넸,750,2669,4617,MM,~명사,T,넸,*,*,*,*
느그,750,2668,4617,MM,~명사,F,느그,*,*,*,*
니,750,2668,5478,MM,~명사,F,니,*,*,*,*
다른,750,2669,2222,MM,~명사,T,다른,*,*,*,*
다서여섯째,750,2668,4617,MM,~명사,F,다서여섯째,*,*,*,*
다섯,745,2662,7514,MM,~가산명사,T,다섯,*,*,*,*
다섯째,750,2668,5145,MM,~명사,F,다섯째,*,*,*,*
단,755,2674,4725,MM,~수표현,T,단,*,*,*,*
단돈,757,2676,3953,MM,~양수관형사,T,단돈,*,*,*,*
닷,758,2678,4871,MM,~의존가산명사,T,닷,*,*,*,*
당,749,2667,6591,MM,~단체명사,T,당,*,*,*,*
당해,750,2668,4519,MM,~명사,F,당해,*,*,*,*
대,750,2668,8297,MM,~명사,F,대,*,*,*,*
대모한,750,2669,4617,MM,~명사,T,대모한,*,*,*,*
대여섯,745,2662,5447,MM,~가산명사,T,대여섯,*,*,*,*
대여섯째,750,2668,4617,MM,~명사,F,대여섯째,*,*,*,*
대엿,745,2662,5259,MM,~가산명사,T,대엿,*,*,*,*
댓,745,2662,6557,MM,~가산명사,T,댓,*,*,*,*
댓째,750,2668,4617,MM,~명사,F,댓째,*,*,*,*
뎌,750,2668,4741,MM,~명사,F,뎌,*,*,*,*
도합,755,2674,4615,MM,~수표현,T,도합,*,*,*,*
동,750,2669,6993,MM,~명사,T,동,*,*,*,*
두,745,2661,3119,MM,~가산명사,F,두,*,*,*,*
두서너,745,2661,4730,MM,~가산명사,F,두서너,*,*,*,*
두서너째,750,2668,4617,MM,~명사,F,두서너째,*,*,*,*
두세,745,2661,3087,MM,~가산명사,F,두세,*,*,*,*
두세네,750,2668,4617,MM,~명사,F,두세네,*,*,*,*
두세째,750,2668,4617,MM,~명사,F,두세째,*,*,*,*
두어,745,2661,3645,MM,~가산명사,F,두어,*,*,*,*
두어째,750,2668,4617,MM,~명사,F,두어째,*,*,*,*
두째,750,2668,4860,MM,~명사,F,두째,*,*,*,*
둘째,750,2668,5164,MM,~명사,F,둘째,*,*,*,*
둘쨋,750,2669,4875,MM,~명사,T,둘쨋,*,*,*,*
둬,745,2661,5330,MM,~가산명사,F,둬,*,*,*,*
둬째,750,2668,4617,MM,~명사,F,둬째,*,*,*,*
뒷,750,2669,6418,MM,~명사,T,뒷,*,*,*,*
따른,750,2669,5656,MM,~명사,T,따른,*,*,*,*
딱,750,2669,7127,MM,~명사,T,딱,*,*,*,*
딴,750,2669,3398,MM,~명사,T,딴,*,*,*,*
때늦은,750,2669,4617,MM,~명사,T,때늦은,*,*,*,*
때아닌,750,2669,5252,MM,~명사,T,때아닌,*,*,*,*
때이른,750,2669,4617,MM,~명사,T,때이른,*,*,*,*
떡을할,761,2683,4191,MM,~인성명사,T,떡을할,*,*,*,*
또다른,750,2669,7213,MM,~명사,T,또다른,*,*,*,*
또한,750,2669,6484,MM,~명사,T,또한,*,*,*,*
마흔,745,2662,5417,MM,~가산명사,T,마흔,*,*,*,*
만,755,2674,6205,MM,~수표현,T,만,*,*,*,*
만여,745,2661,5730,MM,~가산명사,F,만여,*,*,*,*
많이,750,2668,5212,MM,~명사,F,많이,*,*,*,*
매,750,2668,5936,MM,~명사,F,매,*,*,*,*
