기,196,12,1141,ETN,*,F,기,*,*,*,*
는,196,13,6609,ETN,*,T,는,*,*,*,*
는다기,196,12,1975,ETN,*,F,는다기,*,*,*,*
다기,196,12,3237,ETN,*,F,다기,*,*,*,*
던,196,13,5585,ETN,*,T,던,*,*,*,*
라가,196,12,2759,ETN,*,F,라가,*,*,*,*
라기,196,12,4025,ETN,*,F,라기,*,*,*,*
란,196,13,4172,ETN,*,T,란,*,*,*,*
슴,196,13,4518,ETN,*,T,슴,*,*,*,*
으기,196,12,2346,ETN,*,F,으기,*,*,*,*
은,196,13,5284,ETN,*,T,은,*,*,*,*
을,196,13,5036,ETN,*,T,을,*,*,*,*
음,196,13,3057,ETN,*,T,음,*,*,*,*
이,196,12,6242,ETN,*,F,이,*,*,*,*
