아니,1806,3570,1255,VCN,*,F,아니,*,*,*,*
아닌,1806,3571,4229,VCN,*,T,아닌,*,*,*,*
아아니,1806,3570,3045,VCN,*,F,아아니,*,*,*,*
아이,1806,3570,3967,VCN,*,F,아이,*,*,*,*
앙이,1806,3570,2705,VCN,*,F,앙이,*,*,*,*
앙이니,1806,3570,2726,VCN,*,F,앙이니,*,*,*,*
이,1806,3570,7368,VCN,*,F,이,*,*,*,*
